LNL,LNN,LNS,LHL,LHN,LHS,MNL,MNN,MNS,MHL,MHN,MHS,HNL,HNN,HNS,HHL,HHN,HHS
0.10167895810450338,0.12992311313353208,0.05978346147811078,0.016789581045033735,0.02589047544327632,0.011140750039227994,0.16648360269888593,0.20429938804330772,0.08520320100423662,0.029342538835713163,0.033736074062450966,0.014435901459281343,0.03797269731680527,0.04550447199121293,0.020398556409854073,0.005648831005805743,0.009257806370626079,0.002510591558135886
0.09793438639125152,0.1267314702308627,0.058080194410692586,0.019805589307411907,0.021992709599027948,0.010328068043742407,0.15844471445929525,0.2174969623329283,0.09343863912515188,0.026852976913730255,0.03572296476306197,0.015309842041312272,0.035479951397326855,0.04750911300121507,0.018833535844471446,0.005103280680437424,0.007897934386391251,0.003037667071688943
0.1072520144484579,0.13086968602389554,0.053348152264517924,0.01972770213948319,0.025562656293414837,0.011114198388441235,0.1503195332036677,0.20366768546818562,0.08030008335648792,0.03000833564879133,0.035565434843011945,0.01972770213948319,0.04140038899694359,0.04667963323145318,0.025006946373992776,0.006946373992775771,0.009169213670464018,0.0033342595165323703
0.10608695652173913,0.1373913043478261,0.05565217391304348,0.014782608695652174,0.020869565217391306,0.010434782608695653,0.14521739130434783,0.20695652173913043,0.08956521739130435,0.03391304347826087,0.03217391304347826,0.01217391304347826,0.04434782608695652,0.050434782608695654,0.022608695652173914,0.006956521739130435,0.00782608695652174,0.0026086956521739132
0.10141987829614604,0.13725490196078433,0.056795131845841784,0.018931710615280595,0.02434077079107505,0.014874915483434753,0.16227180527383367,0.2035158891142664,0.09330628803245436,0.027721433400946585,0.03718728870858688,0.013522650439486139,0.032454361054766734,0.04597701149425287,0.016903313049357674,0.005409060175794456,0.006085192697768763,0.002028397565922921
0.09077380952380952,0.14583333333333334,0.0625,0.020833333333333332,0.020833333333333332,0.01488095238095238,0.1488095238095238,0.18452380952380953,0.09970238095238096,0.03125,0.023809523809523808,0.013392857142857142,0.03720238095238095,0.05505952380952381,0.022321428571428572,0.008928571428571428,0.011904761904761904,0.00744047619047619
0.10334438083760168,0.1326704830772321,0.06126343276087175,0.018077734257306417,0.0245053731043487,0.009038867128653209,0.16008838003414683,0.20357537410866727,0.09199558099829266,0.026011850959124234,0.03434769508888219,0.015366074118710455,0.03424726323189716,0.04368785778849051,0.02129155368082756,0.007431957416892638,0.009440594556593351,0.0036155468514612837
0.10298333979077877,0.13312669507942657,0.05625726462611391,0.02061216582719876,0.022394420767144516,0.010693529639674544,0.1588531576908175,0.20581170089112746,0.09019759783029833,0.02696629213483146,0.036574970941495547,0.01697016660209221,0.03641999225106548,0.04277411855869818,0.019449825648973264,0.007206509104998063,0.008601317318868656,0.004106935296396746
0.1016827783745077,0.1335481561045471,0.05979233798782671,0.018259935553168637,0.022556390977443608,0.009308986752595776,0.1510920157536699,0.2096312209094164,0.08718224131757966,0.027210884353741496,0.035624776226279985,0.017006802721088437,0.0372359470103831,0.04958825635517365,0.022198353025420694,0.006265664160401002,0.008592910848549946,0.00322234156820623
0.10538243626062323,0.14447592067988668,0.04702549575070822,0.017563739376770537,0.027762039660056657,0.00793201133144476,0.16147308781869688,0.19830028328611898,0.08838526912181303,0.029461756373937678,0.04362606232294618,0.01529745042492918,0.029461756373937678,0.04645892351274788,0.019830028328611898,0.0033994334277620396,0.010198300283286119,0.00396600566572238
0.09681757059614522,0.12102196324518154,0.0632003585835948,0.014343343792021516,0.0210667861945316,0.012998655311519497,0.1685342895562528,0.20394441954280593,0.09009412819363515,0.03585835948005379,0.033168982519049754,0.014343343792021516,0.03675481846705513,0.047064096817570594,0.021963245181532944,0.008068130883012102,0.00761990138951143,0.0031376064545047063
0.1062124248496994,0.12625250501002003,0.07615230460921844,0.014028056112224449,0.017034068136272545,0.01002004008016032,0.16132264529058116,0.21142284569138275,0.08817635270541083,0.03006012024048096,0.03507014028056112,0.018036072144288578,0.03807615230460922,0.04208416833667335,0.012024048096192385,0.004008016032064128,0.0070140280561122245,0.003006012024048096
0.11422222222222222,0.12622222222222224,0.04755555555555555,0.018222222222222223,0.02,0.010666666666666666,0.1728888888888889,0.19644444444444445,0.09822222222222222,0.025333333333333333,0.03955555555555555,0.018666666666666668,0.028888888888888888,0.04533333333333334,0.018222222222222223,0.006666666666666667,0.010222222222222223,0.0026666666666666666
0.10184862225322637,0.14056505057551447,0.05510987094523893,0.015347052668294385,0.023718172305545866,0.012207882804325079,0.1632368329264039,0.19741890477851412,0.08475758632717126,0.031042901988140914,0.03487966515521451,0.013254272758981514,0.03697244506452738,0.050924311126613185,0.024066968957098013,0.005231949773282177,0.005231949773282177,0.004185559818625741
0.10440835266821345,0.14075792730085074,0.05955143078112916,0.017788089713843776,0.029389017788089715,0.008507347254447023,0.17246713070378963,0.1848414539829853,0.07888631090487239,0.025522041763341066,0.040989945862335654,0.02088167053364269,0.030935808197989172,0.04331013147718484,0.02242846094354215,0.005413766434648105,0.009280742459396751,0.004640371229698376
0.08060453400503778,0.12846347607052896,0.06297229219143577,0.015113350125944584,0.030226700251889168,0.012594458438287154,0.14105793450881612,0.21662468513853905,0.08816120906801007,0.020151133501259445,0.03526448362720403,0.020151133501259445,0.042821158690176324,0.05793450881612091,0.020151133501259445,0.007556675062972292,0.012594458438287154,0.007556675062972292
