4186585,33556,2009-01-06T05:15:07,40.0423,116.61,0,0
4186586,33556,2009-01-06T05:16:07,40.0422,116.61,0,0
4186587,33556,2009-01-06T05:17:07,40.0422,116.61,0,0
4186588,33556,2009-01-06T05:18:07,40.0422,116.61,0,0
4186589,33556,2009-01-06T05:19:07,40.0426,116.609,0,0
4186590,33556,2009-01-06T05:20:07,40.0427,116.606,18.41,291
4186591,33556,2009-01-06T05:21:07,40.0442,116.602,3.44488,297
4186592,33556,2009-01-06T05:22:07,40.0438,116.602,1.14084,159
4186593,33556,2009-01-06T05:23:15,40.0437,116.602,0,0
4186594,33556,2009-01-06T05:24:15,40.0438,116.602,0,324
4186595,33556,2009-01-06T05:25:15,40.0437,116.602,0,0
4186596,33556,2009-01-06T05:26:15,40.0436,116.602,1.14084,135
4186597,33556,2009-01-06T05:27:15,40.0438,116.602,0,0
4186598,33556,2009-01-06T05:28:26,40.0437,116.602,0,99
4186599,33556,2009-01-06T05:29:26,40.0439,116.602,0,270
4186600,33556,2009-01-06T05:30:26,40.0441,116.602,2.28168,27
4186601,33556,2009-01-06T05:31:26,40.0443,116.602,0,0
4186602,33556,2009-01-06T05:32:26,40.0443,116.602,0,0
4186603,33556,2009-01-06T05:33:33,40.0443,116.602,0,273
4186604,33556,2009-01-06T05:34:33,40.0443,116.602,0,0
4186605,33556,2009-01-06T05:35:33,40.0443,116.602,0,0
4186606,33556,2009-01-06T05:36:33,40.0443,116.602,0,0
4186607,33556,2009-01-06T05:37:33,40.0443,116.602,0,0
4186608,33556,2009-01-06T05:38:33,40.0443,116.602,0,0
4186609,33556,2009-01-06T05:39:33,40.0443,116.602,0,0
4186610,33556,2009-01-06T05:40:33,40.0451,116.599,0,291
4186611,33556,2009-01-06T05:41:33,40.0454,116.599,0,0
4186612,33556,2009-01-06T05:42:33,40.0454,116.599,0,0
4186613,33556,2009-01-06T05:43:38,40.0505,116.594,33.3527,333
4186614,33556,2009-01-06T05:44:38,40.0544,116.586,29.9078,303
4186615,33556,2009-01-06T05:45:38,40.0639,116.583,42.5689,348
4186616,33556,2009-01-06T05:46:38,40.0755,116.583,29.9078,6
4186617,33556,2009-01-06T05:47:38,40.078,116.582,10.357,267
4186618,33556,2009-01-06T05:48:57,40.0781,116.582,0,0
